"","x"
"1656","453.54"
"1657","456.24"
"1658","457.46"
"1659","458.27"
"1660","459.27"
"1661","460.21"
"1662","460.22"
"1663","460.25"
"1664","461.31"
"1665","462.06"
"1666","463.55"
"1667","464.01"
"1668","464.05"
"1669","464.08"
"1670","464.13"
"1671","464.23"
"1672","465.12"
"1673","466.12"
"1674","467.38"
"1675","468.22"
"1676","469.22"
"1677","471"
"1678","471.01"
"1679","471.02"
"1680","471.03"
"1681","471.08"
"1682","471.14"
"1683","471.15"
"1684","471.16"
"1685","471.17"
"1686","471.24"
"1687","471.32"
"1688","471.37"
"1689","471.41"
"1690","471.47"
"1691","471.52"
"1692","471.53"
"1693","471.59"
"1694","472.01"
"1695","472.03"
"1696","472.17"
"1697","472.34"
"1698","473.01"
"1699","473.03"
"1700","473.12"
"1701","473.22"
"1702","473.24"
"1703","473.25"
"1704","473.31"
"1705","473.37"
"1706","474.03"
"1707","474.27"
"1708","474.29"
"1709","474.41"
"1710","476.22"
"1711","477.06"
"1712","477.24"
"1713","477.25"
"1714","477.29"
"1715","477.47"
"1716","478.16"
"1717","478.25"
"1718","478.26"
"1719","478.28"
"1720","478.29"
"1721","479"
"1722","479.01"
"1723","479.14"
"1724","479.18"
"1725","479.21"
"1726","479.23"
"1727","479.32"
"1728","479.35"
"1729","479.56"
"1730","481.01"
"1731","481.03"
"1732","481.06"
"1733","481.15"
"1734","481.18"
"1735","481.19"
"1736","481.23"
"1737","481.24"
"1738","481.28"
"1739","481.31"
"1740","481.35"
"1741","481.38"
"1742","481.54"
"1743","481.58"
"1744","482"
"1745","482.08"
"1746","482.13"
"1747","482.33"
"1748","482.39"
"1749","483.03"
"1750","484.01"
"1751","484.05"
"1752","484.08"
"1753","484.13"
"1754","484.44"
"1755","484.51"
"1756","485.01"
"1757","485.34"
"1758","485.39"
"1759","485.49"
"1760","486.01"
"1761","486.11"
"1762","486.17"
"1763","486.51"
"1764","487.22"
"1765","489.22"
"1766","491.01"
"1767","491.13"
"1768","491.19"
"1769","494.02"
"1770","494.03"
"1771","494.14"
"1772","494.24"
"1773","494.26"
"1774","494.37"
"1775","494.38"
"1776","494.43"
"1777","494.46"
"1778","494.53"
"1779","495.55"
"1780","496"
"1781","496.05"
"1782","496.06"
"1783","496.07"
"1784","496.15"
"1785","496.23"
"1786","496.28"
"1787","496.37"
"1788","496.45"
"1789","496.46"
"1790","496.48"
"1791","496.52"
"1792","496.53"
"1793","496.56"
"1794","498"
"1795","498.03"
"1796","498.05"
"1797","498.14"
"1798","498.15"
"1799","498.18"
"1800","498.21"
"1801","498.24"
"1802","498.28"
"1803","498.38"
"1804","498.47"
"1805","499.22"
"1806","499.24"
"1807","500.22"
"1808","501.55"
"1809","509.55"
"1810","510.19"
"1811","510.22"
"1812","511.55"
"1813","513.55"
"1814","514.55"
"1815","527.04"
"1816","527.49"
"1817","529.37"
"1818","529.53"
"1819","530.12"
"1820","531.22"
"1821","532.46"
"1822","533.19"
"1823","533.58"
"1824","533.59"
"1825","534"
"1826","534.01"
"1827","534.03"
"1828","534.05"
"1829","534.14"
"1830","534.17"
"1831","534.23"
"1832","534.39"
"1833","534.47"
"1834","534.53"
"1835","535.16"
"1836","535.43"
"1837","535.46"
"1838","538.55"
"1839","541.01"
"1840","541.06"
"1841","541.12"
"1842","541.28"
"1843","541.42"
"1844","541.52"
"1845","542.22"
"1846","542.26"
"1847","543.12"
"1848","544.06"
"1849","544.07"
"1850","544.18"
"1851","544.21"
"1852","544.27"
"1853","544.28"
"1854","544.29"
"1855","544.41"
"1856","544.51"
"1857","544.52"
"1858","544.54"
"1859","545"
"1860","545.01"
"1861","545.04"
"1862","545.16"
"1863","545.28"
"1864","545.29"
"1865","545.32"
"1866","545.35"
"1867","545.44"
"1868","545.52"
"1869","545.54"
"1870","545.56"
"1871","546.06"
"1872","546.18"
"1873","546.21"
"1874","546.25"
"1875","546.29"
"1876","546.48"
"1877","546.51"
"1878","546.52"
"1879","546.56"
"1880","546.58"
"1881","547.12"
"1882","548.06"
"1883","548.07"
"1884","548.21"
"1885","548.38"
"1886","548.44"
"1887","548.57"
"1888","549.03"
"1889","549.31"
"1890","549.42"
"1891","549.59"
"1892","550.22"
"1893","551.06"
"1894","551.12"
"1895","551.19"
"1896","551.37"
"1897","551.41"
"1898","551.44"
"1899","552.22"
"1900","552.23"
"1901","552.24"
"1902","552.42"
"1903","553.03"
"1904","553.18"
"1905","553.21"
"1906","553.25"
"1907","553.26"
"1908","553.28"
"1909","553.29"
"1910","553.31"
"1911","553.38"
"1912","553.41"
"1913","553.42"
"1914","553.53"
"1915","554.04"
"1916","554.18"
"1917","554.25"
"1918","554.29"
"1919","554.44"
"1920","554.53"
"1921","554.54"
"1922","554.58"
"1923","555.04"
"1924","555.06"
"1925","555.12"
"1926","555.18"
"1927","555.21"
"1928","555.22"
"1929","555.23"
"1930","555.24"
"1931","555.35"
"1932","555.44"
"1933","555.51"
"1934","555.52"
"1935","555.54"
"1936","555.58"
"1937","556"
"1938","556.02"
"1939","556.03"
"1940","556.04"
"1941","556.08"
"1942","556.24"
"1943","556.31"
"1944","556.41"
"1945","556.42"
"1946","556.43"
"1947","557.12"
"1948","557.42"
"1949","558.03"
"1950","558.26"
"1951","558.28"
"1952","558.32"
"1953","558.37"
"1954","558.41"
"1955","558.53"
"1956","559.05"
"1957","559.41"
"1958","559.46"
"1959","559.57"
"1960","560"
"1961","560.01"
"1962","560.04"
"1963","560.05"
"1964","560.19"
"1965","560.23"
"1966","560.31"
"1967","560.32"
"1968","560.46"
"1969","560.48"
"1970","560.59"
"1971","561.29"
"1972","561.48"
"1973","562.06"
"1974","562.12"
"1975","562.16"
"1976","562.46"
"1977","562.57"
"1978","565.01"
"1979","565.02"
"1980","565.03"
"1981","565.05"
"1982","565.07"
"1983","565.18"
"1984","565.23"
"1985","565.24"
"1986","565.28"
"1987","565.29"
"1988","565.32"
"1989","565.35"
"1990","565.42"
"1991","565.44"
"1992","565.46"
"1993","565.52"
"1994","569.55"
"1995","570.03"
"1996","570.07"
"1997","571.14"
"1998","571.22"
"1999","571.57"
"2000","573.12"
"2001","573.14"
"2002","579.55"
"2003","580.02"
"2004","580.56"
"2005","582"
"2006","584.42"
"2007","586.12"
"2008","586.42"
"2009","588.42"
"2010","590.42"
"2011","591.15"
"2012","593.12"
"2013","594.12"
"2014","595.12"
"2015","596.03"
"2016","597.31"
"2017","598.55"
"2018","599.31"
"2019","601.31"
"2020","603.12"
"2021","604.22"
"2022","605.22"
"2023","606.31"
"2024","607.24"
"2025","607.38"
"2026","608.23"
"2027","608.24"
"2028","608.59"
"2029","609.25"
"2030","610.12"
"2031","610.38"
"2032","613.12"
"2033","614.12"
"2034","615.19"
"2035","617.12"
"2036","617.51"
"2037","621.46"
"2038","625.06"
"2039","625.22"
"2040","626.06"
"2041","626.12"
"2042","628.06"
"2043","628.46"
"2044","631.46"
"2045","634.12"
"2046","635.19"
"2047","636.12"
"2048","637.15"
"2049","638.02"
"2050","638.03"
"2051","638.04"
"2052","638.18"
"2053","638.19"
"2054","638.21"
"2055","638.29"
"2056","638.41"
"2057","638.43"
"2058","638.44"
"2059","638.46"
"2060","638.52"
"2061","642"
"2062","642.01"
"2063","642.02"
"2064","642.07"
"2065","642.12"
"2066","642.23"
"2067","642.28"
"2068","642.41"
"2069","642.42"
"2070","645.12"
"2071","646.04"
"2072","647.42"
"2073","648.15"
"2074","651.01"
"2075","651.02"
"2076","651.03"
"2077","651.15"
"2078","651.24"
"2079","651.28"
"2080","654.15"
"2081","654.57"
"2082","657"
"2083","657.01"
"2084","657.02"
"2085","657.03"
"2086","657.05"
"2087","657.08"
"2088","657.12"
"2089","657.31"
"2090","657.42"
"2091","657.46"
"2092","659.15"
"2093","659.46"
"2094","660.12"
"2095","660.15"
"2096","662.12"
"2097","662.14"
"2098","665.46"
"2099","665.56"
"2100","668"
"2101","668.52"
"2102","669.55"
"2103","674.52"
"2104","674.57"
"2105","677.01"
"2106","677.02"
"2107","677.03"
"2108","677.12"
"2109","677.29"
"2110","677.32"
"2111","677.41"
"2112","681.55"
"2113","683.12"
"2114","683.21"
"2115","683.42"
"2116","685.12"
"2117","686.02"
"2118","686.03"
"2119","686.05"
"2120","686.26"
"2121","686.27"
"2122","686.28"
"2123","686.29"
"2124","686.35"
"2125","686.37"
"2126","686.43"
"2127","686.44"
"2128","687"
"2129","687.01"
"2130","687.17"
"2131","687.34"
"2132","687.39"
"2133","687.48"
"2134","690.46"
"2135","692.55"
"2136","695.12"
"2137","696.12"
"2138","697.15"
"2139","699"
"2140","699.04"
"2141","699.31"
"2142","699.37"
"2143","699.46"
"2144","699.52"
"2145","700.01"
"2146","700.02"
"2147","700.03"
"2148","700.24"
"2149","700.26"
"2150","700.31"
"2151","700.45"
"2152","700.53"
"2153","701.03"
"2154","701.07"
"2155","701.25"
"2156","701.31"
"2157","701.37"
"2158","701.52"
"2159","702.12"
"2160","703.12"
"2161","704.55"
"2162","705.12"
"2163","705.42"
"2164","706.12"
"2165","706.15"
"2166","706.31"
"2167","706.42"
"2168","706.46"
"2169","706.52"
"2170","706.57"
"2171","708.03"
"2172","708.12"
"2173","709.55"
"2174","710.12"
"2175","711.55"
"2176","712.46"
"2177","714.55"
"2178","715"
"2179","715.01"
"2180","715.04"
"2181","715.06"
"2182","715.08"
"2183","715.16"
"2184","715.25"
"2185","715.26"
"2186","715.32"
"2187","715.38"
"2188","715.51"
"2189","715.52"
"2190","715.57"
"2191","716.01"
"2192","716.03"
"2193","716.04"
"2194","716.05"
"2195","716.07"
"2196","716.13"
"2197","716.18"
"2198","716.23"
"2199","716.41"
"2200","716.44"
"2201","716.45"
"2202","716.56"
"2203","717.06"
"2204","717.07"
"2205","717.25"
"2206","717.26"
"2207","717.35"
"2208","719.04"
"2209","719.22"
"2210","719.31"
"2211","719.42"
"2212","719.45"
"2213","719.46"
"2214","720.42"
"2215","721.55"
"2216","725.55"
"2217","729.12"
"2218","730.12"
"2219","732.12"
"2220","734.12"
"2221","736.12"
"2222","737.12"
"2223","738.12"
"2224","739.12"
"2225","741.12"
"2226","743.55"
"2227","744.12"
"2228","746.12"
"2229","747.12"
"2230","749.12"
"2231","750.12"
"2232","753.55"
"2233","754.55"
"2234","758.06"
"2235","758.38"
"2236","759.12"
"2237","759.46"
"2238","760.55"
"2239","761.54"
"2240","763.55"
"2241","766.55"
"2242","767.55"
"2243","769.55"
"2244","771.12"
"2245","771.15"
"2246","777.12"
"2247","782.55"
"2248","783"
"2249","783.31"
"2250","783.41"
"2251","783.57"
"2252","784.04"
"2253","784.05"
"2254","784.15"
"2255","784.19"
"2256","784.23"
"2257","784.34"
"2258","784.46"
"2259","784.52"
"2260","785"
"2261","785.01"
"2262","785.03"
"2263","785.04"
"2264","785.05"
"2265","785.08"
"2266","785.15"
"2267","785.38"
"2268","785.41"
"2269","785.44"
"2270","785.47"
"2271","785.51"
"2272","785.58"
"2273","786.01"
"2274","786.15"
"2275","786.19"
"2276","786.33"
"2277","786.48"
"2278","786.52"
"2279","787.01"
"2280","787.16"
"2281","787.18"
"2282","787.34"
"2283","787.38"
"2284","787.46"
"2285","787.59"
"2286","788.12"
"2287","788.42"
"2288","789.12"
"2289","790.02"
"2290","790.16"
"2291","790.26"
"2292","790.27"
"2293","790.44"
"2294","791.01"
"2295","791.48"
"2296","792.01"
"2297","792.04"
"2298","792.17"
"2299","792.51"
"2300","792.52"
"2301","793.25"
"2302","793.29"
"2303","793.42"
"2304","793.43"
"2305","794.02"
"2306","794.27"
"2307","794.28"
"2308","794.31"
"2309","794.35"
"2310","794.47"
"2311","794.48"
"2312","795.03"
"2313","795.04"
"2314","795.06"
"2315","795.07"
"2316","795.18"
"2317","795.19"
"2318","795.38"
"2319","795.42"
"2320","795.59"
"2321","796.45"
"2322","802.02"
"2323","802.05"
"2324","802.13"
"2325","802.18"
"2326","802.25"
"2327","802.26"
"2328","802.38"
"2329","802.45"
"2330","802.51"
"2331","802.53"
"2332","802.56"
"2333","804.01"
"2334","804.03"
"2335","804.07"
"2336","804.13"
"2337","804.17"
"2338","804.38"
"2339","804.46"
"2340","804.56"
"2341","806.01"
"2342","806.13"
"2343","806.33"
"2344","806.36"
"2345","807.01"
"2346","808.22"
"2347","808.31"
"2348","810.23"
"2349","810.28"
"2350","810.38"
"2351","810.41"
"2352","810.54"
"2353","811.03"
"2354","811.17"
"2355","811.25"
"2356","811.38"
"2357","812.02"
"2358","812.17"
"2359","812.35"
"2360","812.58"
"2361","813.22"
"2362","814"
"2363","814.01"
"2364","814.03"
"2365","814.12"
"2366","814.23"
"2367","814.24"
"2368","814.37"
"2369","814.38"
"2370","814.41"
"2371","814.54"
"2372","814.58"
"2373","815.55"
"2374","816"
"2375","816.01"
"2376","816.22"
"2377","816.23"
"2378","816.24"
"2379","816.57"
"2380","816.58"
"2381","817.22"
"2382","817.35"
"2383","817.42"
"2384","818.15"
"2385","819.03"
"2386","819.04"
"2387","819.22"
"2388","819.23"
"2389","819.24"
"2390","819.25"
"2391","819.42"
"2392","819.52"
"2393","819.57"
"2394","820.22"
"2395","820.35"
"2396","820.56"
"2397","822.06"
"2398","822.18"
"2399","822.25"
"2400","822.41"
"2401","822.58"
"2402","823.35"
"2403","823.52"
"2404","824.06"
"2405","825"
"2406","825.01"
"2407","825.28"
"2408","825.32"
"2409","825.37"
"2410","825.38"
"2411","825.41"
"2412","825.54"
"2413","826.12"
"2414","826.22"
"2415","826.35"
"2416","826.56"
"2417","828.15"
"2418","829.01"
"2419","829.02"
"2420","829.03"
"2421","829.05"
"2422","829.11"
"2423","829.14"
"2424","829.23"
"2425","829.35"
"2426","829.43"
"2427","829.44"
"2428","829.59"
"2429","830.24"
"2430","830.41"
"2431","830.57"
"2432","830.59"
"2433","831"
"2434","831.06"
"2435","831.28"
"2436","831.37"
"2437","831.45"
"2438","831.46"
"2439","831.47"
"2440","832.02"
"2441","832.13"
"2442","832.15"
"2443","832.18"
"2444","832.19"
"2445","832.39"
"2446","832.44"
"2447","832.49"
"2448","832.57"
"2449","832.58"
"2450","834.12"
"2451","835.01"
"2452","835.08"
"2453","835.17"
"2454","835.39"
"2455","835.52"
"2456","836.53"
"2457","837.16"
"2458","837.19"
"2459","837.25"
"2460","837.29"
"2461","837.43"
"2462","837.54"
"2463","837.56"
"2464","839"
"2465","839.01"
"2466","839.33"
"2467","839.34"
"2468","839.44"
"2469","839.48"
"2470","839.51"
"2471","840.04"
"2472","850.31"
"2473","854.21"
"2474","855.21"
"2475","857.21"
"2476","860.21"
"2477","861.22"
"2478","863.55"
"2479","866.12"
"2480","870.42"
"2481","873.12"
"2482","875.12"
"2483","875.42"
"2484","876.55"
"2485","878.12"
"2486","881.12"
"2487","883.12"
"2488","884.12"
"2489","886.12"
"2490","887.03"
"2491","887.15"
"2492","887.22"
"2493","887.41"
"2494","887.53"
"2495","887.57"
"2496","888.12"
"2497","888.14"
"2498","888.46"
"2499","893.22"
"2500","893.25"
"2501","895.12"
"2502","898.12"
"2503","901.21"
"2504","901.42"
"2505","919.57"
"2506","920.22"
"2507","922.12"
"2508","922.57"
"2509","923.12"
"2510","925.55"
"2511","928.55"
"2512","929.22"
"2513","929.25"
"2514","930.25"
"2515","931.55"
"2516","932.55"
"2517","933.03"
"2518","933.05"
"2519","933.06"
"2520","933.13"
"2521","933.15"
"2522","933.21"
"2523","933.24"
"2524","933.26"
"2525","933.31"
"2526","933.35"
"2527","933.41"
"2528","933.42"
"2529","933.44"
"2530","933.51"
"2531","933.53"
"2532","933.54"
"2533","933.57"
"2534","934.01"
"2535","934.05"
"2536","934.12"
"2537","934.37"
"2538","934.39"
"2539","935.01"
"2540","935.05"
"2541","935.43"
"2542","935.44"
"2543","935.47"
"2544","935.52"
"2545","936.06"
"2546","936.19"
"2547","936.21"
"2548","936.22"
"2549","936.24"
"2550","936.28"
"2551","936.29"
"2552","936.33"
"2553","936.38"
"2554","936.41"
"2555","936.44"
"2556","936.47"
"2557","936.48"
"2558","936.52"
"2559","936.53"
"2560","937.01"
"2561","937.03"
"2562","937.18"
"2563","937.28"
"2564","937.37"
"2565","937.44"
"2566","937.45"
"2567","937.53"
"2568","937.54"
"2569","938.19"
"2570","939.19"
"2571","940.19"
"2572","941.03"
"2573","941.05"
"2574","941.18"
"2575","941.21"
"2576","941.25"
"2577","941.31"
"2578","941.37"
"2579","941.56"
"2580","941.57"
"2581","942.51"
"2582","944.01"
"2583","944.03"
"2584","944.08"
"2585","944.13"
"2586","944.24"
"2587","944.39"
"2588","944.49"
"2589","945.01"
"2590","945.06"
"2591","945.13"
"2592","945.22"
"2593","945.38"
"2594","945.42"
"2595","945.45"
"2596","945.47"
"2597","945.51"
"2598","946.05"
"2599","946.13"
"2600","946.27"
"2601","946.37"
"2602","946.54"
"2603","946.57"
"2604","947.03"
"2605","947.04"
"2606","947.14"
"2607","947.21"
"2608","947.24"
"2609","947.26"
"2610","947.27"
"2611","947.35"
"2612","947.52"
"2613","947.59"
"2614","948.01"
"2615","948.05"
"2616","948.12"
"2617","948.13"
"2618","948.22"
"2619","948.29"
"2620","948.34"
"2621","948.41"
"2622","948.44"
"2623","948.51"
"2624","949.12"
"2625","950.01"
"2626","950.44"
"2627","951.01"
"2628","951.05"
"2629","951.12"
"2630","951.17"
"2631","951.29"
"2632","951.37"
"2633","951.39"
"2634","951.59"
"2635","952"
"2636","952.06"
"2637","952.16"
"2638","952.19"
"2639","952.28"
"2640","952.35"
"2641","952.37"
"2642","952.38"
"2643","952.41"
"2644","952.47"
"2645","952.51"
"2646","952.58"
"2647","953.01"
"2648","953.03"
"2649","953.05"
"2650","953.13"
"2651","953.14"
"2652","953.16"
"2653","953.19"
"2654","953.22"
"2655","953.28"
"2656","953.29"
"2657","953.32"
"2658","953.51"
"2659","953.52"
"2660","953.56"
"2661","954.23"
"2662","954.31"
"2663","954.44"
"2664","954.51"
"2665","955.06"
"2666","955.29"
"2667","956.03"
"2668","956.04"
"2669","956.06"
"2670","956.07"
"2671","956.12"
"2672","956.15"
"2673","956.22"
"2674","956.27"
"2675","956.32"
"2676","956.41"
"2677","956.42"
"2678","956.43"
"2679","956.44"
"2680","956.46"
"2681","956.52"
"2682","956.56"
"2683","956.57"
"2684","957.03"
"2685","957.14"
"2686","957.15"
"2687","957.16"
"2688","957.18"
"2689","957.19"
"2690","957.21"
"2691","957.22"
"2692","957.24"
"2693","957.26"
"2694","957.29"
"2695","957.32"
"2696","957.37"
"2697","957.38"
"2698","957.41"
"2699","957.43"
"2700","957.45"
"2701","957.51"
"2702","957.52"
"2703","957.53"
"2704","957.59"
"2705","958.04"
"2706","958.05"
"2707","958.15"
"2708","958.16"
"2709","958.18"
"2710","958.21"
"2711","958.24"
"2712","958.26"
"2713","958.29"
"2714","958.37"
"2715","958.43"
"2716","958.44"
"2717","958.49"
"2718","958.52"
"2719","958.58"
"2720","958.59"
"2721","959.03"
"2722","959.05"
"2723","959.06"
"2724","959.13"
"2725","959.14"
"2726","959.15"
"2727","959.17"
"2728","959.26"
"2729","959.27"
"2730","959.35"
"2731","959.42"
"2732","959.51"
"2733","959.54"
"2734","959.59"
"2735","960.01"
"2736","960.06"
"2737","960.07"
"2738","960.16"
"2739","960.19"
"2740","960.21"
"2741","960.22"
"2742","960.24"
"2743","960.26"
"2744","960.27"
"2745","960.38"
"2746","960.43"
"2747","960.44"
"2748","960.45"
"2749","960.46"
"2750","960.48"
"2751","960.49"
"2752","960.53"
"2753","960.59"
"2754","961.02"
"2755","961.03"
"2756","961.04"
"2757","961.06"
"2758","961.12"
"2759","961.15"
"2760","961.16"
"2761","961.17"
"2762","961.19"
"2763","961.21"
"2764","961.22"
"2765","961.24"
"2766","961.26"
"2767","961.29"
"2768","961.35"
"2769","961.37"
"2770","961.41"
"2771","961.42"
"2772","961.46"
"2773","961.51"
"2774","961.52"
"2775","961.58"
"2776","961.59"
"2777","962.06"
"2778","962.16"
"2779","962.17"
"2780","962.29"
"2781","962.41"
"2782","962.53"
"2783","963"
"2784","963.01"
"2785","963.03"
"2786","963.05"
"2787","963.13"
"2788","963.14"
"2789","963.16"
"2790","963.19"
"2791","963.21"
"2792","963.23"
"2793","963.28"
"2794","963.37"
"2795","963.38"
"2796","963.39"
"2797","963.44"
"2798","963.45"
"2799","963.46"
"2800","963.56"
"2801","964.01"
"2802","964.03"
"2803","964.05"
"2804","964.13"
"2805","964.14"
"2806","964.24"
"2807","964.37"
"2808","964.41"
"2809","964.47"
"2810","964.48"
"2811","964.53"
"2812","964.59"
"2813","965"
"2814","965.01"
"2815","965.03"
"2816","965.04"
"2817","965.34"
"2818","965.37"
"2819","965.38"
"2820","965.53"
"2821","965.59"
"2822","966.13"
"2823","967.06"
"2824","967.13"
"2825","967.35"
"2826","967.43"
"2827","967.44"
"2828","967.45"
"2829","967.46"
"2830","967.52"
"2831","967.56"
"2832","967.59"
"2833","968.02"
"2834","968.04"
"2835","968.34"
"2836","968.39"
"2837","968.48"
"2838","969.01"
"2839","969.03"
"2840","969.16"
"2841","969.17"
"2842","969.26"
"2843","969.39"
"2844","969.41"
"2845","969.43"
"2846","969.44"
"2847","969.48"
"2848","970"
"2849","970.01"
"2850","970.13"
"2851","970.22"
"2852","970.23"
"2853","970.33"
"2854","970.51"
"2855","971"
"2856","971.01"
"2857","971.02"
"2858","971.08"
"2859","971.13"
"2860","971.23"
"2861","971.32"
"2862","971.33"
"2863","972.01"
"2864","972.02"
"2865","973.12"
"2866","973.17"
"2867","973.27"
"2868","973.56"
"2869","973.57"
"2870","974.05"
"2871","974.06"
"2872","974.12"
"2873","974.14"
"2874","974.16"
"2875","974.27"
"2876","974.31"
"2877","974.35"
"2878","974.42"
"2879","974.44"
"2880","974.45"
"2881","975.01"
"2882","976.04"
"2883","976.12"
"2884","976.22"
"2885","976.24"
"2886","976.31"
"2887","977.01"
"2888","977.03"
"2889","977.05"
"2890","977.06"
"2891","977.13"
"2892","977.14"
"2893","977.18"
"2894","977.21"
"2895","977.29"
"2896","977.35"
"2897","977.42"
"2898","977.44"
"2899","977.52"
"2900","977.59"
"2901","978.05"
"2902","978.07"
"2903","978.17"
"2904","978.22"
"2905","978.39"
"2906","978.48"
"2907","978.51"
"2908","978.52"
"2909","978.58"
"2910","979.03"
"2911","979.12"
"2912","979.14"
"2913","979.17"
"2914","979.22"
"2915","979.26"
"2916","979.37"
"2917","979.38"
"2918","979.39"
"2919","979.41"
"2920","979.44"
"2921","979.45"
"2922","979.52"
"2923","979.53"
"2924","980.04"
"2925","980.05"
"2926","980.07"
"2927","980.16"
"2928","980.17"
"2929","980.24"
"2930","980.26"
"2931","980.28"
"2932","980.31"
"2933","980.37"
"2934","980.41"
"2935","980.44"
"2936","980.46"
"2937","980.47"
"2938","980.48"
"2939","980.52"
"2940","980.56"
"2941","980.58"
"2942","980.59"
"2943","981.03"
"2944","981.04"
